MZ	Intensity	Resolution	S/N
700.25335	291603	340123	0.9	
700.25906	342676	234411	1.4	
700.26969	267253	282902	0.7	
700.27649	304646	211041	1.1	
700.28285	538567	140247	3.3	
700.28976	261816	334486	0.7	
700.30737	256523	251557	0.6	
700.31739	274716	275799	0.8	
700.32383	428110	177829	2.2	
700.32926	603006	110806	3.9	
700.34755	398593	210649	2.0	
700.36144	583075	162901	3.7	
700.36733	323332	245139	1.2	
700.37908	310678	175085	1.1	
700.38997	256631	301127	0.6	
700.40699	488874	183156	2.8	
700.42519	253892	199488	0.6	
700.43177	317742	234813	1.2	
700.43930	353103	220559	1.5	
700.46065	684626	207546	4.7	
700.46932	394931	231836	1.9	
700.49201	288502	214104	0.9	
700.50057	298680	216822	1.0	
700.50686	489433	201518	2.8	
700.51478	317786	260221	1.2	
700.53384	357461	102729	1.6	
700.54192	256094	393365	0.6	
700.54714	452255	223295	2.5	
700.56367	366337	145693	1.6	
700.57194	258174	159132	0.6	
700.57621	395315	159216	1.9	
700.59065	257589	301548	0.6	
700.61287	440648	204381	2.4	
700.62943	340363	194224	1.4	
700.64107	415917	202115	2.1	
700.64712	414541	158509	2.1	
700.69140	479028	193902	2.7	
700.71084	336471	133126	1.4	
700.71539	313624	163609	1.1	
700.72141	331960	301750	1.3	
700.74057	633723	166100	4.2	
700.75045	408573	268234	2.0	
700.75555	359838	245660	1.6	
700.77802	396705	127953	1.9	
700.78693	469122	202648	2.6	
700.79623	453348	178196	2.5	
700.80116	363172	156877	1.6	
700.80851	250181	514277	0.5	
700.81306	270150	344743	0.7	
700.81704	411143	234749	2.1	
700.82546	336984	209422	1.4	
700.84391	289947	214716	0.9	
700.86167	467693	167498	2.6	
700.86912	276143	328714	0.8	
700.88607	296785	250554	1.0	
700.89114	281074	305865	0.8	
700.90122	431667	153891	2.3	
700.91450	297589	297117	1.0	
700.93811	355929	270712	1.5	
700.94374	401946	180327	2.0	
700.95203	260507	295062	0.6	
700.96809	330845	216443	1.3	
700.99681	283953	167383	0.9	
701.01495	389476	183926	1.9	
701.03144	335703	158632	1.4	
701.03823	314152	123933	1.2	
701.05598	305258	230320	1.1	
701.06749	261068	214904	0.6	
701.07515	283469	308197	0.9	
701.09849	334177	139658	1.3	
701.10444	284025	131810	0.9	
701.11164	378995	290409	1.8	
701.11632	364147	327900	1.6	
701.12150	459156	178520	2.5	
701.13422	550870	142720	3.4	
701.14968	337688	221696	1.4	
701.18560	331646	251750	1.3	
701.20976	259713	353041	0.6	
701.21724	303882	166322	1.1	
701.23418	468933	134148	2.6	
701.24277	260774	370383	0.6	
701.26170	375113	153524	1.7	
701.26722	378426	126971	1.8	
701.28589	372317	128306	1.7	
701.30597	255631	321665	0.6	
701.31284	253729	219399	0.6	
701.32725	265363	368649	0.7	
701.33708	385140	190048	1.8	
701.34937	466518	153662	2.6	
701.36747	269817	171658	0.7	
701.37402	326018	114577	1.3	
701.38332	267387	311130	0.7	
701.39219	313692	254651	1.1	
701.40695	405295	158951	2.0	
701.43138	396642	176783	1.9	
701.44028	381860	186552	1.8	
701.45310	249749	298098	0.5	
701.46460	352983	166992	1.5	
701.47014	405640	194098	2.0	
701.48368	267562	263433	0.7	
701.50127	410701	191401	2.1	
701.51164	406958	190051	2.0	
701.53400	469009	177688	2.6	
701.54152	277971	285416	0.8	
701.54682	324307	252690	1.2	
701.57623	332120	221799	1.3	
701.58232	379289	262728	1.8	
701.59568	472667	154710	2.7	
701.60752	258092	275334	0.6	
701.61951	442558	153121	2.4	
701.63678	1711105	157648	14.4	
701.64861	319619	305412	1.2	
701.66632	341701	191880	1.4	
701.68105	307239	297140	1.1	
701.69669	355546	157430	1.5	
701.70891	466892	134024	2.6	
701.74025	259888	258647	0.6	
701.75574	256627	359691	0.6	
701.76101	256979	325881	0.6	
701.76558	342388	238903	1.4	
701.77445	344661	329119	1.4	
701.78405	387319	234260	1.8	
701.79297	294168	323045	1.0	
701.86055	289762	343344	0.9	
701.86891	268420	387943	0.7	
701.87649	322469	160598	1.2	
701.88938	378455	153766	1.8	
701.90144	306240	143198	1.1	
701.91917	270763	274452	0.7	
701.92968	403645	153845	2.0	
701.97357	517043	224701	3.1	
701.98005	366868	242739	1.6	
702.00883	341668	116634	1.4	
702.02834	330155	171825	1.3	
702.03160	314892	212589	1.2	
702.03724	267933	375469	0.7	
702.04456	303966	253434	1.1	
702.06226	307680	255580	1.1	
702.06770	377409	197529	1.7	
702.07465	411090	156584	2.1	
702.08710	295300	228471	1.0	
702.09166	265341	163780	0.7	
702.11166	383432	128747	1.8	
702.11720	276313	314640	0.8	
702.12627	304778	181732	1.1	
702.13161	435979	234718	2.3	
702.13879	861196	188918	6.3	
702.14744	311533	257954	1.1	
702.16473	264096	261578	0.7	
702.16941	262256	274225	0.7	
702.17289	254097	287867	0.6	
702.17877	474578	149130	2.7	
702.18656	265907	456084	0.7	
702.20064	317973	232248	1.2	
702.22899	363209	181826	1.6	
702.23384	392586	103961	1.9	
702.24394	414140	188371	2.1	
702.25096	291133	356346	0.9	
702.25601	271453	410734	0.7	
702.26635	349759	175579	1.5	
702.27818	329473	107642	1.3	
702.28329	287905	203847	0.9	
702.29174	294019	280480	1.0	
702.30838	272453	322684	0.8	
702.34308	270378	291519	0.7	
702.35250	279996	236622	0.8	
702.36474	353646	209513	1.5	
702.37028	271118	344161	0.7	
702.37725	357071	252961	1.6	
702.39426	538962	176657	3.3	
702.41100	305717	320691	1.1	
702.42159	251974	330390	0.6	
702.45320	351803	257860	1.5	
702.46455	421853	226353	2.2	
702.47285	392414	166036	1.9	
702.48573	381056	197986	1.8	
702.49365	329809	135646	1.3	
702.51020	528003	189949	3.2	
702.51960	376709	205844	1.7	
702.53410	364261	65511	1.6	
702.56598	284524	298844	0.9	
702.58295	248366	478052	0.5	
702.59789	278513	346424	0.8	
702.60597	276946	275593	0.8	
702.61088	589299	166291	3.8	
702.61895	369684	179122	1.7	
702.62514	421429	194702	2.2	
702.63055	301013	238514	1.0	
702.64150	620503	160170	4.1	
702.66167	275930	324919	0.8	
702.67312	446108	199198	2.4	
702.70296	341856	256372	1.4	
702.71781	455522	197132	2.5	
702.72745	344132	141428	1.4	
702.74595	368423	198413	1.7	
702.76114	341545	184533	1.4	
702.76521	246634	272621	0.5	
702.77214	368651	219304	1.7	
702.78436	517293	229518	3.1	
702.79020	377837	272187	1.8	
702.79522	320814	282826	1.2	
702.81497	278161	200847	0.8	
702.82781	259539	427353	0.6	
702.84838	314470	121841	1.2	
702.86506	498633	92544	2.9	
702.87062	437897	158052	2.3	
702.88122	376267	158951	1.7	
702.90134	460766	155796	2.5	
702.90601	463135	130092	2.6	
702.91525	329216	253865	1.3	
702.93448	283859	136283	0.9	
702.98805	355371	206990	1.5	
702.99802	353357	255019	1.5	
703.00586	349518	300990	1.5	
703.01861	312656	267522	1.1	
703.03246	693906	151264	4.7	
703.04217	321139	295412	1.2	
703.06084	352310	229632	1.5	
703.07875	313633	150215	1.1	
703.08855	478138	117187	2.7	
703.10282	261692	246085	0.7	
703.12183	526431	173241	3.2	
703.13111	258833	250519	0.6	
703.13731	329889	341862	1.3	
703.14213	341218	329790	1.4	
703.15060	395108	204217	1.9	
703.15765	387717	158119	1.8	
703.16203	348549	147783	1.5	
703.17859	391016	208933	1.9	
703.19039	261417	245982	0.6	
703.20322	491627	144016	2.8	
703.20721	343436	198961	1.4	
703.21587	396205	174748	1.9	
703.22601	288751	178114	0.9	
703.24290	450865	199875	2.4	
703.25121	549475	121728	3.4	
703.26570	261205	379095	0.6	
703.27621	346870	258506	1.5	
703.28093	251847	348221	0.6	
703.28785	535960	189758	3.2	
703.30052	362234	229821	1.6	
703.31359	390012	224352	1.9	
703.35341	247554	300028	0.5	
703.35835	379011	97262	1.8	
703.36495	338300	135472	1.4	
703.38234	440454	247541	2.3	
703.38902	450663	154683	2.4	
703.40021	260489	309414	0.6	
703.41835	307884	283147	1.1	
703.43655	378686	132345	1.8	
703.44916	466560	144328	2.6	
703.45654	384881	196362	1.8	
703.46218	270098	422567	0.7	
703.47125	318612	264685	1.2	
703.49001	373590	215872	1.7	
703.49619	460183	228817	2.5	
703.50305	367033	263688	1.6	
703.51486	368058	161108	1.7	
703.51877	373483	127907	1.7	
703.55177	282528	353469	0.8	
703.55683	389601	263690	1.9	
703.56243	310289	197434	1.1	
703.57098	279683	290146	0.8	
703.58915	360421	221075	1.6	
703.59488	328454	244350	1.3	
703.60081	254887	402376	0.6	
703.60849	466184	191392	2.6	
703.62570	386507	175671	1.8	
703.64264	480190	109545	2.7	
703.64855	339044	138089	1.4	
703.66480	418577	160909	2.1	
703.67912	316339	175254	1.2	
703.68533	294548	344089	1.0	
703.70522	371223	184029	1.7	
703.73187	433627	155842	2.3	
703.73933	347868	272716	1.5	
703.74478	346173	308701	1.5	
703.74934	283998	387200	0.9	
703.75989	320831	243418	1.2	
703.76962	316545	199208	1.2	
703.79080	266084	287660	0.7	
703.79722	368837	211389	1.7	
703.80730	307414	133391	1.1	
703.82285	381801	218272	1.8	
703.84174	374812	177817	1.7	
703.84863	372428	194969	1.7	
703.85619	260814	343707	0.6	
703.86807	471823	242458	2.6	
703.87183	259664	442418	0.6	
703.87825	530129	141621	3.2	
703.88962	299219	330731	1.0	
703.89951	400116	136633	2.0	
703.91218	398358	221833	1.9	
703.91718	445783	216407	2.4	
703.95332	425020	173858	2.2	
703.95990	316349	227539	1.2	
703.96835	265583	274292	0.7	
703.97224	248927	351777	0.5	
703.97705	290976	404918	0.9	
703.98395	293121	363982	0.9	
703.99150	258242	285450	0.6	
704.02229	339031	198009	1.4	
704.03312	388296	263807	1.8	
704.03921	292457	210882	0.9	
704.05314	249755	220907	0.5	
704.06176	280605	207482	0.8	
704.07899	295151	249752	1.0	
704.08722	385776	263622	1.8	
704.09261	295025	331173	1.0	
704.10329	341251	159074	1.4	
704.11083	337140	205314	1.4	
704.11962	292069	176303	0.9	
704.12708	476822	190039	2.7	
704.13991	376792	126513	1.7	
704.14426	362697	143409	1.6	
704.15103	638650	136002	4.2	
704.16180	363836	233631	1.6	
704.17585	379646	136981	1.8	
704.18689	421615	163520	2.2	
704.20445	462370	120883	2.6	
704.24691	423065	143752	2.2	
704.25052	396129	151067	1.9	
704.26355	421275	151480	2.2	
704.27107	270220	184311	0.7	
704.27657	259493	164669	0.6	
704.27959	267025	127110	0.7	
704.28778	268191	192931	0.7	
704.29794	295616	162026	1.0	
704.30358	326001	183144	1.3	
704.31013	251794	391668	0.6	
704.32017	392820	190501	1.9	
704.32680	347061	119923	1.5	
704.33725	303830	210688	1.0	
704.36217	251514	417953	0.6	
704.39691	349695	152773	1.5	
704.40347	459904	176448	2.5	
704.42122	398259	169283	1.9	
704.44062	275782	368663	0.8	
704.45077	308487	272771	1.1	
704.45641	268520	359016	0.7	
704.48964	247597	412268	0.5	
704.50480	468975	151828	2.6	
704.51326	553905	130735	3.4	
704.52119	325074	307234	1.3	
704.52698	309043	246857	1.1	
704.54482	310422	274652	1.1	
704.56388	314104	284620	1.1	
704.56920	311097	290625	1.1	
704.58093	256219	322416	0.6	
704.59818	287886	216618	0.9	
704.62290	278513	178276	0.8	
704.62867	379266	122177	1.8	
704.63868	564932	169195	3.5	
704.64498	278373	339445	0.8	
704.65123	309734	243047	1.1	
704.66897	247184	256790	0.5	
704.67235	296265	200663	1.0	
704.69413	336764	200828	1.4	
704.71558	384175	157063	1.8	
704.72315	284080	345227	0.9	
704.72788	263985	400277	0.7	
704.73374	337186	182589	1.4	
704.74986	294229	296960	1.0	
704.75995	269206	214218	0.7	
704.76466	377367	234156	1.7	
704.77595	318952	197241	1.2	
704.78133	424633	197390	2.2	
704.78706	268122	358915	0.7	
704.79367	424731	183631	2.2	
704.80010	293756	352663	1.0	
704.82334	320192	146930	1.2	
704.84428	333723	154954	1.3	
704.85627	372197	220603	1.7	
704.86280	416550	220745	2.1	
704.87748	272424	333855	0.8	
704.88421	326665	234635	1.3	
704.89004	248810	478745	0.5	
704.90549	373852	124912	1.7	
704.91670	313598	209726	1.1	
704.92881	418776	121892	2.1	
704.94161	342754	302350	1.4	
704.94482	381874	158185	1.8	
704.95014	307539	221584	1.1	
704.95490	288660	121056	0.9	
704.96663	269861	285297	0.7	
704.98184	509560	198890	3.0	
704.98832	549689	186931	3.4	
704.99707	267866	402444	0.7	
705.00164	247707	441899	0.5	
705.02199	260358	185084	0.6	
705.02936	258447	279348	0.6	
705.04794	280898	292858	0.8	
705.05883	262307	322977	0.7	
705.08408	302087	311354	1.0	
705.09822	285545	275474	0.9	
705.11040	348891	187530	1.5	
705.12081	545325	169602	3.3	
705.12741	260910	343682	0.6	
705.14834	292401	283619	0.9	
705.15464	365762	144660	1.6	
705.15885	382386	135153	1.8	
705.16623	397428	239307	1.9	
705.17695	603253	133678	3.9	
705.18358	330230	176691	1.3	
705.19251	265127	271055	0.7	
705.20472	274713	244173	0.8	
705.21279	258287	139902	0.6	
705.23198	282526	332248	0.8	
705.23861	303759	126615	1.0	
705.25603	309185	216533	1.1	
705.26387	357122	208870	1.6	
705.27126	521219	197525	3.1	
705.28233	417989	177748	2.1	
705.30812	436521	168386	2.3	
705.34050	247566	260538	0.5	
705.35242	313584	236711	1.1	
705.35787	343953	241045	1.4	
705.36594	332818	180862	1.3	
705.37095	348195	124685	1.5	
705.38516	283477	274898	0.9	
705.41339	283737	326173	0.9	
705.41918	437082	226119	2.3	
705.43359	381404	207410	1.8	
705.44546	287486	252129	0.9	
705.45993	392672	161688	1.9	
705.46666	358753	264840	1.6	
705.48668	419956	105085	2.1	
705.49566	403877	209106	2.0	
705.51770	255625	369160	0.6	
705.53278	332771	136489	1.3	
705.53899	274796	393397	0.8	
705.55666	247363	328347	0.5	
705.55999	309743	228977	1.1	
705.56727	263168	270716	0.7	
705.57813	383114	121201	1.8	
705.59099	433588	159545	2.3	
705.59940	374741	184935	1.7	
705.61084	298007	264431	1.0	
705.61651	294376	178062	1.0	
705.62370	385401	212369	1.8	
705.63550	409803	125388	2.1	
705.64856	340349	226940	1.4	
705.66740	340479	193924	1.4	
705.67590	284593	255581	0.9	
705.67909	267905	183764	0.7	
705.68664	466114	191724	2.6	
705.70155	259621	328887	0.6	
705.70791	294550	191810	1.0	
705.71820	350759	255022	1.5	
705.73268	329577	324315	1.3	
705.78542	295185	286880	1.0	
705.79129	654834	183163	4.4	
705.79694	533363	248563	3.2	
705.81445	324630	252613	1.2	
705.83485	424505	179118	2.2	
705.84672	319883	231704	1.2	
705.85441	271484	228623	0.7	
705.86837	292222	297635	0.9	
705.87415	333119	244414	1.3	
705.88114	598944	174851	3.8	
705.89526	281730	348569	0.8	
705.90091	452771	201459	2.5	
705.93358	260520	199314	0.6	
705.93897	353289	206412	1.5	
705.96069	445324	178657	2.4	
705.96869	284493	135551	0.9	
705.98219	366759	136318	1.6	
705.99780	285074	195484	0.9	
706.00342	260371	304475	0.6	
706.00928	251747	346653	0.6	
706.01591	287220	172914	0.9	
706.06763	13857564	149289	129.4	
706.10278	316706	287516	1.2	
706.15031	290121	280315	0.9	
706.15653	293450	277753	0.9	
706.17967	437261	147089	2.3	
706.19763	291968	207856	0.9	
706.20285	310609	274768	1.1	
706.22006	415283	198531	2.1	
706.23656	260022	450964	0.6	
706.26250	348698	204223	1.5	
706.28412	260285	256824	0.6	
706.29076	319630	210524	1.2	
706.30701	274753	341001	0.8	
706.31302	454114	176073	2.5	
706.32405	334787	138408	1.3	
706.32980	341684	106608	1.4	
706.33341	317341	277342	1.2	
706.34836	338727	234040	1.4	
706.35400	315208	279769	1.2	
706.35936	323977	280006	1.2	
706.36528	335594	256825	1.3	
706.37071	320426	234163	1.2	
706.38591	459213	222364	2.5	
706.39599	413774	166773	2.1	
706.41579	472625	183967	2.6	
706.42056	337906	220211	1.4	
706.43417	345716	216460	1.4	
706.44172	253573	324863	0.6	
706.45050	294070	281686	1.0	
706.46432	375737	208754	1.7	
706.47317	306298	311958	1.1	
706.47919	270827	155041	0.7	
706.49852	443262	164438	2.4	
706.51103	292256	295605	0.9	
706.52330	285058	302708	0.9	
706.53386	305443	266462	1.1	
706.57275	388649	230505	1.8	
706.58103	344810	215492	1.4	
706.58782	303099	172253	1.0	
706.59826	373293	260128	1.7	
706.60401	440526	222252	2.3	
706.61130	390831	260385	1.9	
706.62006	319216	380408	1.2	
706.62743	313201	287665	1.1	
706.63211	325234	180195	1.2	
706.63849	373299	187652	1.7	
706.65910	295446	271291	1.0	
706.66538	276311	320703	0.8	
706.67928	365273	239043	1.6	
706.69989	411388	198217	2.1	
706.72579	258304	356913	0.6	
706.73062	312801	321005	1.1	
706.76631	307591	271274	1.1	
706.77439	284232	314353	0.9	
706.78943	301778	152208	1.0	
706.80118	866764	175204	6.4	
706.82165	328527	207256	1.3	
706.83533	361361	215736	1.6	
706.84115	325746	232440	1.3	
706.84589	281971	227055	0.8	
706.85505	383604	181887	1.8	
706.86572	317302	216779	1.2	
706.87077	589719	171645	3.8	
706.88389	332888	147933	1.3	
706.89571	293786	188071	1.0	
706.90354	305884	273757	1.1	
706.91131	467677	155402	2.6	
706.91807	328862	208640	1.3	
706.96191	305892	248661	1.1	
706.97696	343335	289764	1.4	
706.98257	435496	245935	2.3	
706.99914	560170	167455	3.5	
707.00913	497996	167683	2.9	
707.01876	346781	150124	1.5	
707.03747	353408	196405	1.5	
707.07107	2559157	156893	22.4	
707.10583	327962	226634	1.3	
707.12143	889917	131765	6.6	
707.12966	368382	317587	1.7	
707.13455	419967	270644	2.1	
707.14486	545280	180412	3.3	
707.16331	351203	214842	1.5	
707.17976	284502	233002	0.9	
707.18504	283494	256471	0.9	
707.19799	341192	170247	1.4	
707.20343	340041	214395	1.4	
707.20978	439722	209352	2.3	
707.26287	259026	389535	0.6	
707.28354	280933	250674	0.8	
707.28945	294454	216083	1.0	
707.29584	267959	323623	0.7	
707.30951	262617	412400	0.7	
707.31451	475546	232775	2.7	
707.32063	521915	136921	3.1	
707.35486	276480	354754	0.8	
707.35964	277873	214435	0.8	
707.37079	670371	143164	4.5	
707.38467	269893	268281	0.7	
707.39149	316646	231114	1.2	
707.40268	263944	246222	0.7	
707.41500	378025	172365	1.7	
707.43085	392700	97288	1.9	
707.44817	444175	166634	2.4	
707.45502	318608	308750	1.2	
707.46008	314384	277038	1.1	
707.46650	519281	198825	3.1	
707.47328	730226	199495	5.1	
707.48093	293524	287957	0.9	
707.50606	268071	257362	0.7	
707.52168	286074	319711	0.9	
707.52881	351675	228459	1.5	
707.53873	407516	172605	2.0	
707.54956	335974	97437	1.3	
707.55724	251455	305790	0.5	
707.58642	641924	146569	4.2	
707.59594	318693	254825	1.2	
707.60266	388774	139009	1.8	
707.61242	323776	167663	1.2	
707.61574	352424	144023	1.5	
707.62769	356426	244310	1.5	
707.63675	399867	134045	2.0	
707.64302	299724	307968	1.0	
707.64933	319853	264320	1.2	
707.65759	293775	326443	0.9	
707.66611	295568	315180	1.0	
707.67909	487410	144003	2.8	
707.69309	407764	214585	2.0	
707.70519	272838	214312	0.8	
707.71222	383335	164346	1.8	
707.72081	275656	187416	0.8	
707.72530	470617	175916	2.6	
707.73647	280667	398248	0.8	
707.74299	423804	143783	2.2	
707.76994	324688	135405	1.2	
707.80029	311716	261285	1.1	
707.80734	1073318	158377	8.3	
707.81601	334823	168546	1.3	
707.82954	397033	147482	1.9	
707.83582	268026	286295	0.7	
707.84073	393355	183615	1.9	
707.84645	331787	264435	1.3	
707.86907	525679	215610	3.1	
707.87591	415984	170277	2.1	
707.88665	724530	158168	5.0	
707.90071	355780	145683	1.5	
707.90707	309029	127112	1.1	
707.92447	306007	233716	1.1	
707.93353	304985	157807	1.1	
707.93904	297738	149006	1.0	
707.95298	458764	128935	2.5	
707.96254	384733	238407	1.8	
707.97051	308382	208523	1.1	
707.99118	342466	159973	1.4	
708.01552	295909	278490	1.0	
708.02042	363110	145011	1.6	
708.04916	472746	130469	2.6	
708.06316	1468237	171457	12.1	
708.07078	388830	139336	1.8	
708.07526	401934	181552	2.0	
708.11712	300405	151489	1.0	
708.13008	445911	202745	2.4	
708.13564	267160	367260	0.7	
708.14109	762457	167482	5.4	
708.14701	287705	403910	0.9	
708.15384	298603	239467	1.0	
708.16140	254796	271951	0.6	
708.17944	265998	269844	0.7	
708.18768	363200	219897	1.6	
708.19309	254368	321842	0.6	
708.19726	328833	225427	1.3	
708.20101	271026	382213	0.7	
708.22770	322342	268649	1.2	
708.23198	336774	260353	1.4	
708.24004	312168	347446	1.1	
708.25086	385065	158687	1.8	
708.25540	326858	233026	1.3	
708.26204	310091	198440	1.1	
708.27230	411597	241531	2.1	
708.29928	280241	311920	0.8	
708.31279	312515	220409	1.1	
708.33715	320599	231993	1.2	
708.34844	255240	368714	0.6	
708.35852	266938	360019	0.7	
708.36385	424923	166210	2.2	
708.37603	325949	295835	1.3	
708.38716	345814	103205	1.4	
708.39973	453408	125757	2.5	
708.41422	345506	194121	1.4	
708.42668	404244	129541	2.0	
708.43198	398245	126982	1.9	
708.43816	446054	172724	2.4	
708.46515	285706	271623	0.9	
708.49504	275599	270464	0.8	
708.51698	252210	377358	0.6	
708.52424	397235	116552	1.9	
708.53384	400533	200459	2.0	
708.55640	275688	268176	0.8	
708.57286	568251	155793	3.5	
708.58603	429469	143644	2.2	
708.60320	313823	240233	1.1	
708.60828	255392	259482	0.6	
708.61481	248641	189248	0.5	
708.62500	260083	273802	0.6	
708.63470	390404	191611	1.9	
708.64195	481317	155182	2.7	
708.65653	265800	335705	0.7	
708.66032	261800	330393	0.6	
708.67333	353386	191329	1.5	
